Datum;CycleCounter;Hygro_S3_r.Feuchte;Hygro_S3_Temperatur;SP_Lite_Pyranometer;Windrichtung;Windgeschwindigkeit;Niederschlag;Steuerung_MC35i;UB
2021-05-27 19:45:00;9;80,15;7,14;2,32;288;0,2;0;0;13,1
2021-05-27 19:50:00;10;76,94;7,57;2,32;353;0,2;0;0;13,1
2021-05-27 19:55:00;11;77,25;7,55;2,36;15;0,6;0;0;13,09
2021-05-27 20:00:00;0;78,6;7,36;2,33;353;0,9;0;0;13,08
2021-05-27 20:05:00;1;80,33;7,11;2,37;350;0,4;0;0;13,07
2021-05-27 20:10:00;2;79,22;7,12;2,38;323;0,3;0;0;13,07
2021-05-27 20:15:00;3;76,25;7,38;2,36;340;0,6;0;0;13,06
2021-05-27 20:20:00;4;77,81;7,2;2,36;350;0,4;0;0;13,06
2021-05-27 20:25:00;5;79,28;7,12;2,42;323;0,8;0;0;13,05
2021-05-27 20:30:00;6;78,71;6,97;2,45;350;0,6;0;0;13,05
2021-05-27 20:35:00;7;78,73;6,88;2,42;320;0,7;0;0;13,05
2021-05-27 20:40:00;8;79,24;6,78;2,45;330;0,4;0;0;13,04
2021-05-27 20:45:00;9;79,47;6,72;2,43;320;0,7;0;0;13,04
2021-05-27 20:50:00;10;79,75;6,72;2,47;328;0,7;0;0;13,04
2021-05-27 20:55:00;11;79,91;6,81;2,51;323;0,7;0;0;13,03
2021-05-27 21:00:00;0;80,49;6,71;2,5;358;0,5;0;0;13,03
2021-05-27 21:05:00;1;81,47;6,52;2,46;338;0,9;0;0;13,02
2021-05-27 21:10:00;2;81,03;6,52;2,52;348;0,9;0;0;13,02
2021-05-27 21:15:00;3;81,22;6,55;2,56;333;1,2;0;0;13,02
2021-05-27 21:20:00;4;79,83;6,66;2,53;3;1;0;0;13,02
2021-05-27 21:25:00;5;80,82;6,66;2,54;340;0,9;0;0;13,02
2021-05-27 21:30:00;6;80,51;6,63;2,5;338;0,5;0;0;13,01
2021-05-27 21:35:00;7;80,6;6,57;2,56;345;1,5;0;0;13,01
2021-05-27 21:40:00;8;79,08;6,71;2,59;328;1;0;0;13,01
2021-05-27 21:45:00;9;79,5;6,71;2,59;330;1,3;0;0;13,01
2021-05-27 21:50:00;10;78,32;6,78;2,56;340;1,4;0;0;13
2021-05-27 21:55:00;11;78,25;6,81;2,53;10;1,5;0;0;13
2021-05-27 22:00:00;0;77,96;6,84;2,56;345;1;0;0;13
2021-05-27 22:05:00;1;78,89;6,72;2,61;353;1,5;0;0;12,99
2021-05-27 22:10:00;2;78,81;6,66;2,55;358;1,3;0;0;12,99
2021-05-27 22:15:00;3;78,76;6,77;2,56;338;1,5;0;0;12,99
2021-05-27 22:20:00;4;79,04;6,74;2,57;355;2;0;0;12,99
2021-05-27 22:25:00;5;79,11;6,69;2,56;5;2,1;0;0;12,99
2021-05-27 22:30:00;6;79,66;6,8;2,56;355;1,7;0;0;12,99
2021-05-27 22:35:00;7;80,24;6,63;2,58;345;1,5;0;0;12,98
2021-05-27 22:40:00;8;81,13;6,63;2,59;355;1,5;0;0;12,98
2021-05-27 22:45:00;9;81,33;6,58;2,58;358;1,8;0;0;12,98
2021-05-27 22:50:00;10;81,78;6,6;2,57;3;1,6;0;0;12,98
2021-05-27 22:55:00;11;81,73;6,59;2,59;355;1,8;0;0;12,98
2021-05-27 23:00:00;0;81,21;6,73;2,58;330;2,3;0;0;12,97
2021-05-27 23:05:00;1;82,84;6,53;2,58;325;1,7;0;0;12,97
2021-05-27 23:10:00;2;81,55;6,8;2,54;338;1,7;0;0;12,97
2021-05-27 23:15:00;3;82,17;6,65;2,56;338;1,5;0;0;12,97
2021-05-27 23:20:00;4;82,45;6,58;2,58;340;2,2;0;0;12,97
2021-05-27 23:25:00;5;82,46;6,68;2,58;3;1,8;0;0;12,96
2021-05-27 23:30:00;6;83,09;6,52;2,57;15;1,6;0;-1;12,96
2021-05-27 23:35:00;7;83,07;6,49;2,56;348;1,2;0;-1;12,93
2021-05-27 23:40:00;8;83,1;6,49;2,56;350;1,4;0;-1;12,92
2021-05-27 23:45:00;9;83,64;6,38;2,52;353;1,7;0;-1;12,91
2021-05-27 23:50:00;10;84,75;6,27;2,54;338;1,7;0;-1;12,9
2021-05-27 23:55:00;11;83,74;6,38;2,49;358;1,8;0;-1;12,9
2021-05-28 00:00:00;0;82,91;6,47;2,45;328;1,4;0;-1;12,9
2021-05-28 00:05:00;1;83,37;6,46;2,52;5;1;0;-1;12,88
2021-05-28 00:10:00;2;83,25;6,52;2,42;350;1,5;0;-1;12,88
2021-05-28 00:15:00;3;82,42;6,65;2,48;350;1,1;0;-1;12,87
2021-05-28 00:20:00;4;84,27;6,42;2,45;300;2,2;0;-1;12,87
2021-05-28 00:25:00;5;84,4;6,4;2,51;5;1,2;0;-1;12,87
2021-05-28 00:30:00;6;84,33;6,41;2,49;350;1,4;0;-1;12,87
2021-05-28 00:35:00;7;83,55;6,49;2,46;335;1,2;0;-1;12,86
2021-05-28 00:40:00;8;84,12;6,39;2,43;23;1,5;0;-1;12,86
2021-05-28 00:45:00;9;83,98;6,33;2,51;355;2,2;0;-1;12,86
2021-05-28 00:50:00;10;84,59;6,31;2,43;355;3,5;0;-1;12,86
2021-05-28 00:55:00;11;84,34;6,34;2,48;338;1,7;0;-1;12,85
2021-05-28 01:00:00;0;85,27;6,21;2,48;350;1,7;0;-1;12,85
2021-05-28 01:05:00;1;85,51;6,18;2,44;348;1,3;0;-1;12,85
2021-05-28 01:10:00;2;85,44;6,18;2,49;350;2,3;0;-1;12,85
2021-05-28 01:15:00;3;84,81;6,3;2,46;348;1,2;0;-1;12,85
2021-05-28 01:20:00;4;84,29;6,38;2,48;353;1,7;0;-1;12,84
2021-05-28 01:25:00;5;83,83;6,41;2,52;353;2,3;0;-1;12,84
2021-05-28 01:30:00;6;84,27;6,3;2,43;353;1,4;0;-1;12,84
2021-05-28 01:35:00;7;83,73;6,3;2,49;348;1,4;0;-1;12,84
2021-05-28 01:40:00;8;82,97;6,36;2,55;335;1,6;0;-1;12,83
2021-05-28 01:45:00;9;81,97;6,52;2,48;325;1,8;0;-1;12,83
2021-05-28 01:50:00;10;82,05;6,43;2,48;345;1,5;0;-1;12,83
2021-05-28 01:55:00;11;82,4;6,52;2,52;8;1,6;0;-1;12,83
2021-05-28 02:00:00;0;82,6;6,47;2,54;333;1,4;0;-1;12,83
2021-05-28 02:05:00;1;83,65;6,32;2,48;360;1,7;0;-1;12,82
2021-05-28 02:10:00;2;84,06;6,32;2,42;343;2,1;0;-1;12,82
2021-05-28 02:15:00;3;85,92;6,12;2,51;333;1,9;0;-1;12,82
2021-05-28 02:20:00;4;85,69;6,25;2,5;345;1,3;0;-1;12,82
2021-05-28 02:25:00;5;86,6;6,07;2,53;350;1,3;0;-1;12,82
2021-05-28 02:30:00;6;87,14;6,04;2,5;8;1,6;0;-1;12,81
2021-05-28 02:35:00;7;86,7;6,04;2,55;330;1,6;0;-1;12,81
2021-05-28 02:40:00;8;86,89;6,06;2,45;5;1,5;0;-1;12,81
2021-05-28 02:45:00;9;86,93;6,02;2,52;355;1,4;0;-1;12,81
2021-05-28 02:50:00;10;86,93;6,01;2,53;3;1,7;0;-1;12,81
2021-05-28 02:55:00;11;87,06;5,99;2,45;350;1,2;0;-1;12,8
2021-05-28 03:00:00;0;86,08;6,1;2,55;358;1,3;0;-1;12,8
2021-05-28 03:05:00;1;86,91;5,96;2,56;325;1,7;0;-1;12,8
2021-05-28 03:10:00;2;87,47;5,88;2,2;35;0,9;0;-1;12,74
2021-05-28 03:15:00;3;87,37;5,84;2,69;325;1;0;-1;12,77
2021-05-28 03:20:00;4;88,07;5,74;3,1;8;2;0;-1;12,78
2021-05-28 03:25:00;5;87,91;5,78;3,67;353;2,2;0;-1;12,79
2021-05-28 03:30:00;6;86,14;5,98;4,29;360;1,1;0;-1;12,79
2021-05-28 03:35:00;7;85,91;6,02;5,08;8;0,9;0;-1;12,79
2021-05-28 03:40:00;8;86,17;6,03;6,06;345;2;0;-1;12,79
2021-05-28 03:45:00;9;86,27;6;7,66;15;1,4;0;-1;12,8
2021-05-28 03:50:00;10;85,14;6,02;10,18;345;1,1;0;-1;12,8
2021-05-28 03:55:00;11;84,16;6,19;12,05;3;1,2;0;-1;12,81
2021-05-28 04:00:00;0;86,67;6,05;13,8;3;1;0;-1;12,82
2021-05-28 04:05:00;1;84,46;6,3;15,47;358;2,7;0;-1;12,83
2021-05-28 04:10:00;2;84,04;6,33;16,68;3;1,5;0;-1;12,84
2021-05-28 04:15:00;3;82,46;6,53;18,39;3;1,3;0;-1;12,85
2021-05-28 04:20:00;4;82,63;6,6;19,89;330;1,2;0;-1;12,86
2021-05-28 04:25:00;5;82,31;6,76;21,4;358;1,8;0;-1;12,88
2021-05-28 04:30:00;6;82,93;6,8;22,9;8;1,7;0;-1;12,9
2021-05-28 04:35:00;7;83,55;6,75;24,49;28;2,2;0;-1;12,91
2021-05-28 04:40:00;8;82,27;7,02;25,93;10;1;0;-1;12,94
2021-05-28 04:45:00;9;82,06;7,09;27,55;5;1,9;0;-1;12,96
2021-05-28 04:50:00;10;81,91;7,2;28,78;358;1,7;0;-1;12,98
2021-05-28 04:55:00;11;82,28;7,23;29,83;13;2,3;0;-1;13,01
2021-05-28 05:00:00;0;82,21;7,34;30,93;360;1,5;0;-1;13,04
2021-05-28 05:05:00;1;80,38;7,4;31,98;348;1,2;0;-1;13,07
2021-05-28 05:10:00;2;80,08;7,6;32,87;355;2,3;0;-1;13,1
2021-05-28 05:15:00;3;81,08;7,53;33,79;355;0,9;0;-1;13,14
2021-05-28 05:20:00;4;80,18;7,6;36,53;355;2;0;-1;13,17
2021-05-28 05:25:00;5;82,04;7,65;38,4;360;3,1;0;-1;13,21
2021-05-28 05:30:00;6;81,64;7,52;38,6;340;2,2;0;-1;13,25
2021-05-28 05:35:00;7;82,84;7,5;37,22;348;2,2;0;-1;13,3
2021-05-28 05:40:00;8;82,39;7,53;38,41;360;1,6;0;-1;13,35
2021-05-28 05:45:00;9;81,95;7,77;41,71;5;1,4;0;-1;13,4
2021-05-28 05:50:00;10;78,16;7,88;62,48;340;1,4;0;-1;13,45
2021-05-28 05:55:00;11;79;7,98;50,38;358;1,6;0;-1;13,51
2021-05-28 06:00:00;0;78,37;8,04;113,41;360;1,8;0;-1;13,57
2021-05-28 06:05:00;1;77,22;8,19;123,04;353;1,3;0;-1;13,64
2021-05-28 06:10:00;2;78,1;8,27;261,67;10;1,7;0;-1;13,74
2021-05-28 06:15:00;3;79,24;8,35;379,62;15;1,2;0;-1;13,86
2021-05-28 06:20:00;4;77,85;8,5;432,11;348;1,3;0;-1;14,07
2021-05-28 06:25:00;5;79,52;8,55;449,64;23;1,9;0;-1;14,32
2021-05-28 06:30:00;6;76,38;8,58;472,16;348;2;0;-1;14,42
2021-05-28 06:35:00;7;80,27;8,73;497,11;350;1,3;0;-1;14,53
2021-05-28 06:40:00;8;77,69;8,75;437,98;333;1,7;0;-1;14,56
2021-05-28 06:45:00;9;79,43;8,77;428,35;3;1,8;0;-1;14,57
2021-05-28 06:50:00;10;79,04;8,62;555,42;338;1,5;0;-1;14,54
2021-05-28 06:55:00;11;79,55;8,91;527,19;3;1,4;0;-1;14,54
2021-05-28 07:00:00;0;77,82;8,77;430,23;343;1,6;0;-1;14,5
2021-05-28 07:05:00;1;81,92;8,73;480,52;10;1,3;0;-1;14,5
2021-05-28 07:10:00;2;78,98;8,94;485,21;353;1;0;-1;14,47
2021-05-28 07:15:00;3;76,78;9,13;576,18;23;1;0;-1;14,47
2021-05-28 07:20:00;4;71,46;9,44;587,55;360;1,9;0;-1;14,47
2021-05-28 07:25:00;5;76,07;9,59;636,78;28;1,9;0;-1;14,44
2021-05-28 07:30:00;6;76,49;9,66;632,96;343;1,5;0;-1;14,44
2021-05-28 07:35:00;7;79,77;9,4;633,72;5;2;0;-1;14,44
2021-05-28 07:40:00;8;77,04;9,77;652,52;335;2,2;0;-1;14,41
2021-05-28 07:45:00;9;80,24;9,71;678,44;8;1,8;0;-1;14,41
2021-05-28 07:50:00;10;80,34;9,4;597,96;358;2,4;0;-1;14,04
2021-05-28 07:55:00;11;79,96;9,6;679,85;298;2,2;0;-1;13,98
2021-05-28 08:00:00;0;77,27;10,03;612,49;335;2;0;-1;13,98
2021-05-28 08:05:00;1;79;9,85;713,1;345;1,5;0;-1;13,98
2021-05-28 08:10:00;2;76,61;10,09;687,79;358;1,7;0;-1;13,98
2021-05-28 08:15:00;3;81,02;10,13;153,58;353;2,1;0;-1;13,94
2021-05-28 08:20:00;4;81,5;9,75;783,81;5;1,9;0;-1;13,94
2021-05-28 08:25:00;5;80,86;10,12;250,55;325;1,4;0;-1;13,94
2021-05-28 08:30:00;6;79,29;10,28;672,23;328;2,8;0;-1;13,95
2021-05-28 08:35:00;7;80,58;10,16;688,5;355;1,8;0;-1;13,95
2021-05-28 08:40:00;8;80,26;10,31;360,17;15;1,7;0;-1;13,94
2021-05-28 08:45:00;9;80,79;10,22;776,81;20;2,2;0;-1;13,95
2021-05-28 08:50:00;10;81,7;10,4;853,1;23;1,6;0;-1;13,95
2021-05-28 08:55:00;11;80,1;10,73;845,75;353;2;0;-1;13,95
2021-05-28 09:00:00;0;79,63;10,83;860,27;10;3;0;-1;13,94
2021-05-28 09:05:00;1;80,89;10,69;762,66;25;3;0;-1;13,94
2021-05-28 09:10:00;2;81,96;10,95;912,82;5;2,5;0;-1;13,96
2021-05-28 09:15:00;3;79,55;10,92;889,26;40;2,4;0;-1;13,92
2021-05-28 09:20:00;4;81,73;10,98;834,05;25;1,9;0;-1;13,91
2021-05-28 09:25:00;5;81,4;11,43;898,84;18;1,5;0;-1;13,91
2021-05-28 09:30:00;6;78,98;11,63;1011,11;20;2,3;0;-1;13,92
2021-05-28 09:35:00;7;78,92;11,37;909,02;355;1,8;0;-1;13,89
2021-05-28 09:40:00;8;76,42;11,87;980,43;30;2,1;0;-1;13,88
2021-05-28 09:45:00;9;79;12,32;1075,25;20;2,3;0;-1;13,88
2021-05-28 09:50:00;10;78,84;12,07;987,79;5;2,9;0;-1;13,89
2021-05-28 09:55:00;11;77,75;11,74;841,96;323;2,2;0;-1;13,85
2021-05-28 10:00:00;0;79,15;12,24;1069,57;320;3,8;0;-1;13,85
2021-05-28 10:05:00;1;79,95;11,63;446,57;350;2,3;0;-1;13,85
2021-05-28 10:10:00;2;80,93;11,94;585,83;13;1,9;0;-1;13,85
2021-05-28 10:15:00;3;78,63;12,02;854,51;335;2,1;0;-1;13,85
2021-05-28 10:20:00;4;81,33;11,67;1064,51;358;4,1;0;-1;13,85
2021-05-28 10:25:00;5;81,92;12,02;990,65;28;1,8;0;-1;13,85
2021-05-28 10:30:00;6;75,46;13,05;846,98;350;1,6;0;-1;13,85
2021-05-28 10:35:00;7;75,45;12,6;462,16;340;2,4;0;-1;13,82
2021-05-28 10:40:00;8;77,27;12,44;1166,77;25;4;0;-1;13,83
2021-05-28 10:45:00;9;75,84;12,95;793,09;30;2,3;0;-1;13,82
2021-05-28 10:50:00;10;76,12;12,82;831,99;353;2,2;0;-1;13,81
2021-05-28 10:55:00;11;78,47;12,12;975,49;350;2,8;0;-1;13,82
2021-05-28 11:00:00;0;78,4;11,8;814,63;355;2,4;0;-1;13,82
2021-05-28 11:05:00;1;71,38;13,26;1203,87;45;2,7;0;-1;13,82
2021-05-28 11:10:00;2;79,25;12,22;1145,11;338;3,7;0;-1;13,81
2021-05-28 11:15:00;3;73,89;13,13;1129,35;345;3,2;0;-1;13,82
2021-05-28 11:20:00;4;71,48;13,18;1329,74;355;2,5;0;-1;13,8
2021-05-28 11:25:00;5;76,95;12,36;738,22;348;2;0;-1;13,8
2021-05-28 11:30:00;6;75,02;13,09;1131,46;360;3,4;0;-1;13,79
2021-05-28 11:35:00;7;72,89;14,29;1214,66;345;1,8;0;-1;13,78
2021-05-28 11:40:00;8;74,44;12,88;1041,15;3;2,2;0;-1;13,78
2021-05-28 11:45:00;9;72,7;13,43;1054,12;5;1,7;0;-1;13,79
2021-05-28 11:50:00;10;68,44;14,38;1044,35;350;1,8;0;-1;13,79
2021-05-28 11:55:00;11;70,47;14,06;1004,48;18;2,5;0;-1;13,78
2021-05-28 12:00:00;0;71,81;14,08;1021,02;345;3,1;0;-1;13,79
2021-05-28 12:05:00;1;70;13,75;401,09;350;1,7;0;-1;13,78
2021-05-28 12:10:00;2;73,53;13,1;1059,85;318;3,9;0;-1;13,8
2021-05-28 12:15:00;3;69,69;14,16;987,88;345;3,5;0;-1;13,8
2021-05-28 12:20:00;4;70,1;14,06;1072,17;348;2,6;0;-1;13,79
2021-05-28 12:25:00;5;75,44;12,7;999,6;353;2;0;-1;13,78
2021-05-28 12:30:00;6;70,84;13,47;979,08;325;2;0;-1;13,79
2021-05-28 12:35:00;7;71,59;13,34;830,91;5;2,4;0;-1;13,8
2021-05-28 12:40:00;8;73,49;12,86;229,79;335;1,4;0;-1;13,8
2021-05-28 12:45:00;9;68,27;13,06;977,72;10;3;0;-1;13,81
2021-05-28 12:50:00;10;65,81;13,63;597,84;360;1,8;0;-1;13,82
2021-05-28 12:55:00;11;64,75;13,86;506,29;335;2,6;0;-1;13,81
2021-05-28 13:00:00;0;66,43;14,04;961,63;318;1,8;0;0;13,83
2021-05-28 13:05:00;1;63,33;14,93;956,1;305;2;0;0;13,81
2021-05-28 13:10:00;2;64,88;13,72;921,61;5;2,2;0;0;13,81
2021-05-28 13:15:00;3;65,5;14,4;868,97;5;2,3;0;0;13,82
2021-05-28 13:20:00;4;67,6;14,14;907,72;355;4,1;0;0;13,82
2021-05-28 13:25:00;5;66,29;13,92;862,3;355;2,1;0;0;13,81
2021-05-28 13:30:00;6;66,89;14,14;873,6;313;1,6;0;0;13,81
2021-05-28 13:35:00;7;67,49;13,97;262,78;355;4,2;0;0;13,82
2021-05-28 13:40:00;8;68,85;13,57;98,83;335;2,1;0;0;13,81
2021-05-28 13:45:00;9;66,51;14,2;90,98;348;1,7;0;0;13,86
2021-05-28 13:50:00;10;70,75;13,57;68,9;55;2,4;0;0;13,86
2021-05-28 13:55:00;11;68,87;13,5;59,7;348;2,8;0;0;13,89
2021-05-28 14:00:00;0;70,09;13,96;88,34;348;2,3;0;0;13,88
2021-05-28 14:05:00;1;67,75;13,84;63,09;348;2,6;0;0;13,89
2021-05-28 14:10:00;2;69,16;13,62;60,92;345;3,1;0;0;13,89
2021-05-28 14:15:00;3;70,53;13,69;97,47;350;2,6;0;0;13,92
2021-05-28 14:20:00;4;69,58;13,46;603,71;13;3,4;0;0;13,92
2021-05-28 14:25:00;5;71,04;13,78;758,13;10;3,1;0;0;13,91
2021-05-28 14:30:00;6;67,79;14,13;750,66;358;3,5;0;0;13,91
2021-05-28 14:35:00;7;68,2;13,75;735,85;355;2,7;0;0;13,89
2021-05-28 14:40:00;8;68,23;13,45;727,66;360;2,5;0;0;13,89
2021-05-28 14:45:00;9;69,26;13,31;713,27;35;3;0;0;13,88
2021-05-28 14:50:00;10;66,4;13,44;705,5;343;2,7;0;0;13,88
2021-05-28 14:55:00;11;68,11;13,48;690,78;325;3,2;0;0;13,85
2021-05-28 15:00:00;0;69;13,42;677,34;350;2,4;0;0;13,85
2021-05-28 15:05:00;1;70,76;13,25;662,31;5;3,1;0;0;13,85
2021-05-28 15:10:00;2;68,87;13,41;653,8;5;3,8;0;0;13,85
2021-05-28 15:15:00;3;68,73;13,35;638,27;8;2,8;0;0;13,85
2021-05-28 15:20:00;4;69,21;13,43;623,14;360;2;0;0;13,85
2021-05-28 15:25:00;5;67,56;13,51;611,28;355;2,2;0;0;13,85
2021-05-28 15:30:00;6;66,66;13,27;598,33;343;4,5;0;0;13,85
2021-05-28 15:35:00;7;67,73;13,08;586,83;343;3,1;0;0;13,85
2021-05-28 15:40:00;8;66,81;13,16;570,16;358;3,3;0;0;13,85
2021-05-28 15:45:00;9;66,61;13,08;557,43;360;3,1;0;0;13,85
2021-05-28 15:50:00;10;66,22;12,9;517,91;18;4,2;0;0;13,86
2021-05-28 15:55:00;11;68,15;12,55;40,97;348;2,4;0;0;13,86
2021-05-28 16:00:00;0;68,11;12,69;52,29;335;2,3;0;0;13,89
2021-05-28 16:05:00;1;66,17;12,46;36,41;343;2,3;0;0;13,89
2021-05-28 16:10:00;2;66,92;12,41;76,62;350;2,2;0;0;13,93
2021-05-28 16:15:00;3;65,95;12,49;352,6;335;2,8;0;0;13,92
2021-05-28 16:20:00;4;67,4;12,34;97,06;335;2,7;0;0;13,95
2021-05-28 16:25:00;5;68,12;12,35;33,77;355;2,1;0;0;13,95
2021-05-28 16:30:00;6;69,24;12,25;32,85;350;2;0;0;13,95
2021-05-28 16:35:00;7;68,71;12,4;32,22;330;3,2;0;0;13,97
2021-05-28 16:40:00;8;68,57;12,18;30,85;18;2,2;0;0;13,97
2021-05-28 16:45:00;9;70,27;11,99;30,17;335;2,1;0;0;13,96
2021-05-28 16:50:00;10;71,18;11,92;29,25;15;2,4;0;0;13,95
2021-05-28 16:55:00;11;73,81;11,88;28,74;8;2,8;0;0;13,98
2021-05-28 17:00:00;0;74,57;11,65;27,78;348;2,3;0;0;13,97
2021-05-28 17:05:00;1;75,53;11,76;27,47;338;3,7;0;0;13,99
2021-05-28 17:10:00;2;75,27;11,64;26,95;13;2,7;0;0;13,99
2021-05-28 17:15:00;3;76,37;11,4;26,41;355;2,9;0;0;13,98
2021-05-28 17:20:00;4;78,35;11,17;26,11;350;1,9;0;0;13,98
2021-05-28 17:25:00;5;77,37;11,2;25,62;360;3;0;0;13,98
2021-05-28 17:30:00;6;78,55;11,01;25,34;358;2,2;0;0;13,98
2021-05-28 17:35:00;7;79,05;11,01;24,52;345;2,1;0;0;14
2021-05-28 17:40:00;8;79,9;10,85;23,93;348;2,5;0;0;14
2021-05-28 17:45:00;9;80,46;10,6;23,21;358;3,8;0;0;14
2021-05-28 17:50:00;10;81,58;10,52;22,63;5;2,8;0;0;13,99
2021-05-28 17:55:00;11;82,26;10,44;22,05;330;2,7;0;0;13,99
2021-05-28 18:00:00;0;82,82;10,21;21,28;330;3,4;0;0;13,98
2021-05-28 18:05:00;1;83,46;10,2;20,54;350;2,3;0;0;14
2021-05-28 18:10:00;2;84,94;9,85;19,64;343;2,1;0;0;14,02
2021-05-28 18:15:00;3;85,45;9,75;18,88;343;3,7;0;0;14,01
2021-05-28 18:20:00;4;86,39;9,59;17,28;355;2,2;0;0;13,94
2021-05-28 18:25:00;5;86,9;9,47;15,92;360;2,1;0;0;13,82
2021-05-28 18:30:00;6;87;9,35;14,46;328;3,7;0;0;13,63
2021-05-28 18:35:00;7;87,22;9,22;13,49;333;4;0;0;13,42
2021-05-28 18:40:00;8;87,34;9,16;12,39;320;1,9;0;0;13,3
2021-05-28 18:45:00;9;87,33;9,06;10,99;355;2,9;0;0;13,25
2021-05-28 18:50:00;10;87,78;9,04;10,13;353;3,1;0;0;13,23
2021-05-28 18:55:00;11;88,67;8,9;7,98;353;2,4;0;0;13,21
2021-05-28 19:00:00;0;88,03;8,96;6,89;3;2,5;0;0;13,19
2021-05-28 19:05:00;1;87,88;8,98;6,09;5;2,9;0;0;13,17
2021-05-28 19:10:00;2;88,35;8,78;5,3;358;3,2;0;0;13,15
2021-05-28 19:15:00;3;88,74;8,73;4,62;358;2,7;0;0;13,13
2021-05-28 19:20:00;4;89,19;8,63;3,93;348;2,6;0;0;13,12
2021-05-28 19:25:00;5;88,92;8,68;3,26;355;2,6;0;0;13,1
2021-05-28 19:30:00;6;89,29;8,58;2,81;345;2,9;0;0;13,09
2021-05-28 19:35:00;7;89,33;8,58;2,41;345;2,3;0;0;13,08
2021-05-28 19:40:00;8;90,28;8,4;2,19;345;2,1;0;0;13,07
2021-05-28 19:45:00;9;89,5;8,5;2,13;350;2,3;0;0;13,06
2021-05-28 19:50:00;10;88,89;8,63;2,03;358;2,4;0;0;13,06
2021-05-28 19:55:00;11;88,65;8,67;2,04;343;2,8;0;0;13,05
2021-05-28 20:00:00;0;87,51;8,78;2,12;338;2,6;0;0;13,05
2021-05-28 20:05:00;1;87,57;8,79;2,06;338;2,4;0;0;13,04
2021-05-28 20:10:00;2;87,2;8,83;2,05;328;2,6;0;0;13,04
2021-05-28 20:15:00;3;86,7;8,85;2,07;328;2;0;0;13,04
2021-05-28 20:20:00;4;86,46;8,9;2,03;320;0,6;0;0;13,03
2021-05-28 20:25:00;5;81,93;10,44;2,08;150;1;0;0;13,03
2021-05-28 20:30:00;6;78,83;10,97;2,07;190;1,3;0;0;13,03
2021-05-28 20:35:00;7;80,24;10,37;2,09;95;1;0;0;13,03
2021-05-28 20:40:00;8;81,33;10,13;2,07;140;0,4;0;0;13,02
2021-05-28 20:45:00;9;82,08;10,48;2,06;143;0,7;0;0;13,02
2021-05-28 20:50:00;10;81,28;10,59;2,05;188;0,9;0;0;13,02
2021-05-28 20:55:00;11;76,99;10,96;1,98;210;1,4;0;0;13,02
2021-05-28 21:00:00;0;80,9;10,64;2,02;325;1;0;0;13,01
2021-05-28 21:05:00;1;80,34;9,87;2,02;315;0,9;0;0;13,01
2021-05-28 21:10:00;2;80,42;9,77;1,99;178;0,4;0;0;13,01
2021-05-28 21:15:00;3;82,66;9,81;1,98;188;0,8;0;0;13,01
2021-05-28 21:20:00;4;83,59;10,22;1,99;205;0,7;0;0;13,01
2021-05-28 21:25:00;5;82,57;10,35;1,97;205;0,6;0;0;13
2021-05-28 21:30:00;6;82,89;10,33;2,01;190;0,7;0;0;13
2021-05-28 21:35:00;7;83,18;10,3;1,96;190;0,5;0;0;13
2021-05-28 21:40:00;8;84,05;10,15;1,97;188;0,7;0;0;13
2021-05-28 21:45:00;9;85,19;10,07;1,95;188;0,7;0;0;13
2021-05-28 21:50:00;10;85,47;10,06;2,03;180;0,6;0;0;12,99
2021-05-28 21:55:00;11;85,65;9,95;1,92;195;0,4;0;0;12,99
2021-05-28 22:00:00;0;86,74;9,96;1,93;178;0,8;0;0;12,99
2021-05-28 22:05:00;1;86;9,93;2,03;200;0,9;0;0;12,99
2021-05-28 22:10:00;2;87,24;9,77;1,97;188;1;0;0;12,98
2021-05-28 22:15:00;3;87,58;9,66;2,02;180;1;0;0;12,98
2021-05-28 22:20:00;4;87,88;9,58;1,99;185;1,3;0;0;12,98
2021-05-28 22:25:00;5;89,65;9,44;1,98;165;0,9;0;0;12,98
2021-05-28 22:30:00;6;89,84;9,31;1,97;193;1,1;0;0;12,98
2021-05-28 22:35:00;7;90,19;9,22;1,97;180;1,1;0;0;12,98
2021-05-28 22:40:00;8;89,17;9,27;2,02;183;1,4;0;0;12,98
2021-05-28 22:45:00;9;90,7;9,15;2,01;190;1,8;0;0;12,98
2021-05-28 22:50:00;10;90,95;9,08;1,99;183;2,1;0;0;12,97
2021-05-28 22:55:00;11;91,34;8,92;1,99;185;2,8;0;0;12,97
2021-05-28 23:00:00;0;90,14;8,93;2,03;188;2,1;0;0;12,97
2021-05-28 23:05:00;1;89,08;8,93;2,02;175;1,5;0;0;12,96
2021-05-28 23:10:00;2;89,09;8,88;2;188;1,6;0;0;12,96
2021-05-28 23:15:00;3;89,01;8,84;2,01;185;1,7;0;0;12,96
2021-05-28 23:20:00;4;90,03;8,73;2,06;198;1,1;0;0;12,96
2021-05-28 23:25:00;5;89,69;8,74;2,14;190;0,6;0;0;12,96
2021-05-28 23:30:00;6;87,91;8,78;2,06;198;0,9;0;-1;12,96
2021-05-28 23:35:00;7;87,97;8,81;1,98;190;1,3;0;-1;12,92
2021-05-28 23:40:00;8;87,79;8,78;1,95;190;1,3;0;-1;12,91
2021-05-28 23:45:00;9;88,68;8,77;2;165;0,2;0;-1;12,91
