DELTA-T LOGGER
R-Nachbau der Loggerdateien, um Delta-T Dateien oder anderen Loggerdateiformate mit Flag-Splaten in die Level2 Datenbank hochzuladen. Autor:Marvin Lorff, Ausgabe durch Funktion: write.fwf2()
01.01. 00:00
31.03. 23:30
Start_Year: 2020
Channel number,,,,,,,,,,
Sensor code,,,,,,,,,,
        Datum, BoTemp10, BoTemp20, BoTemp30, Theta201, Theta202, w_up_con, Theta801, Theta802, Lys_Akku
Units,,,,,,,,,,
Minimum value,,,,,,,,,,
Maximum value,,,,,,,,,,
18.01. 05:30 ,   -18.03,     3.09,    21.67,    39.63,    33.74,  26.8610,    34.65,    34.76,  27.9760
18.01. 06:00 ,   -18.03,     2.50,    21.67,    39.60,    33.74,  26.8610,    34.65,    34.76,  27.9760
18.01. 06:30 ,   -18.03,     2.21,    21.67,    39.60,    33.74,  26.8610,    34.65,    34.76,  27.9760
18.01. 07:00 ,   -18.03,     2.27,    21.67,    39.60,    33.77,  26.8610,    34.65,    34.73,  27.9760
18.01. 07:30 ,   -18.03,     2.33,    21.66,    39.60,    33.77,  26.8610,    34.65,    34.73,  27.9760
18.01. 08:00 ,   -18.03,     2.27,    21.66,    39.60,    33.77,  26.8610,    34.65,    34.73,  27.9760
18.01. 08:30 ,   -18.03,     2.27,    21.66,    39.63,    33.77,  26.8610,    34.65,    34.73,  27.9760
18.01. 09:00 ,   -18.03,     2.32,    21.66,    39.60,    33.74,  26.8610,    34.62,    34.73,  27.9760
18.01. 09:30 ,   -18.03,     1.45,    21.66,    39.60,    33.74,  26.8610,    34.65,    34.73,  27.9760
18.01. 10:00 ,   -18.03,     1.19,    21.50,    39.60,    33.74,  26.8610,    34.65,    34.73,  27.9760
18.01. 10:30 ,   -18.03,     1.08,    21.50,    39.60,    33.74,  26.8610,    34.65,    34.73,  27.9760
18.01. 11:00 ,   -18.03,     1.08,    21.50,    39.63,    33.74,  26.8610,    34.65,    34.71,  27.9760
18.01. 11:30 ,   -18.03,     1.13,    21.49,    39.60,    33.74,  26.8610,    34.62,    34.73,  27.9760
18.01. 12:00 ,   -18.03,     1.19,    21.49,    39.60,    33.77,  26.8610,    34.62,    34.73,  27.9760
18.01. 12:30 ,   -18.03,     1.29,    21.49,    39.63,    33.77,  26.8610,    34.62,    34.71,  27.9760
18.01. 13:00 ,   -18.03,     1.51,    21.33,    39.63,    33.80,  26.8610,    34.62,    34.73,  27.9760
18.01. 13:30 ,   -18.03,     1.68,    21.33,    39.63,    33.80,  26.8610,    34.65,    34.73,  27.9760
18.01. 14:00 ,   -18.03,     1.80,    21.50,    39.63,    33.80,  26.8610,    34.62,    34.73,  27.9760
18.01. 14:30 ,   -18.03,     1.80,    21.33,    39.63,    33.80,  26.8610,    34.62,    34.73,  27.9760
18.01. 15:00 ,   -18.03,     1.86,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.73,  27.9760
18.01. 15:30 ,   -18.03,     1.86,    21.33,    39.63,    33.80,  26.8610,    34.62,    34.73,  27.9760
18.01. 16:00 ,   -18.03,     1.92,    21.33,    39.63,    33.80,  26.8610,    34.62,    34.71,  27.9760
18.01. 16:30 ,   -18.03,     1.97,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 17:00 ,   -18.03,     1.86,    21.33,    39.63,    33.80,  26.8610,    34.62,    34.71,  27.9760
18.01. 17:30 ,   -18.03,     1.68,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 18:00 ,   -18.03,     1.40,    21.50,    39.63,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 18:30 ,   -18.03,     1.24,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 19:00 ,   -18.03,     1.19,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.68,  27.9760
18.01. 19:30 ,   -18.03,     1.19,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.68,  27.9760
18.01. 20:00 ,   -18.03,     1.19,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 20:30 ,   -18.03,     1.19,    21.33,    39.63,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 21:00 ,   -18.03,     1.19,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 21:30 ,   -18.03,     1.19,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 22:00 ,   -18.03,     1.19,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 22:30 ,   -18.03,     1.19,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 23:00 ,   -18.03,     1.13,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
18.01. 23:30 ,   -18.03,     1.08,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
19.01. 00:00 ,   -18.03,     1.03,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
19.01. 00:30 ,   -18.03,     1.03,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
19.01. 01:00 ,   -18.03,     0.97,    21.33,    39.67,    33.85,  26.8610,    34.62,    34.71,  27.9760
19.01. 01:30 ,   -18.03,     0.97,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.71,  27.9760
19.01. 02:00 ,   -18.03,     0.92,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.68,  27.9760
19.01. 02:30 ,   -18.03,     0.92,    21.33,    39.67,    33.85,  26.8610,    34.62,    34.68,  27.9760
19.01. 03:00 ,   -18.03,     0.86,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.68,  27.9760
19.01. 03:30 ,   -18.03,     0.81,    21.33,    39.67,    33.85,  26.8610,    34.65,    34.68,  27.9760
19.01. 04:00 ,   -18.03,     0.70,    21.33,    39.67,    33.82,  26.8610,    34.65,    34.68,  27.9760
19.01. 04:30 ,   -18.03,     0.65,    21.33,    39.67,    33.85,  26.8610,    34.62,    34.68,  27.9760
19.01. 05:00 ,   -18.03,     0.54,    21.33,    39.67,    33.82,  26.8610,    34.62,    34.68,  27.9760
19.01. 05:30 ,   -18.03,     0.54,    21.33,    39.71,    33.85,  26.8610,    34.65,    34.68,  27.9760
19.01. 06:00 ,   -18.03,     0.49,    21.33,    39.71,    33.85,  26.8610,    34.62,    34.68,  27.9760
19.01. 06:30 ,   -18.03,     0.44,    21.16,    39.71,    33.85,  26.8610,    34.62,    34.68,  27.9760
19.01. 07:00 ,   -18.03,     0.44,    21.16,    39.71,    33.85,  26.8610,    34.65,    34.68,  27.9760
19.01. 07:30 ,   -18.03,     0.38,    21.16,    39.71,    33.85,  26.8610,    34.62,    34.68,  27.9760
19.01. 08:00 ,   -18.03,     0.33,    21.16,    39.71,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 08:30 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 09:00 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 09:30 ,   -18.03,     0.22,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.68,  27.9760
19.01. 10:00 ,   -18.03,     0.22,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 10:30 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 11:00 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 11:30 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 12:00 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.65,    34.71,  27.9760
19.01. 12:30 ,   -18.03,     0.28,    21.16,    39.74,    33.85,  26.8610,    34.68,    34.71,  27.9760
19.01. 13:00 ,   -18.03,     0.33,    21.16,    39.74,    33.85,  26.8610,    34.68,    34.71,  27.9760
19.01. 13:30 ,   -18.03,     0.38,    21.16,    39.74,    33.88,  26.8610,    34.68,    34.71,  27.9760
19.01. 14:00 ,   -18.03,     0.38,    21.16,    39.74,    33.88,  26.8610,    34.68,    34.73,  27.9760
19.01. 14:30 ,   -18.03,     0.44,    21.16,    39.74,    33.88,  26.8610,    34.68,    34.73,  27.9760
19.01. 15:00 ,   -18.03,     0.44,    21.16,    39.78,    33.88,  26.8610,    34.68,    34.73,  27.9760
19.01. 15:30 ,   -18.03,     0.44,    21.16,    39.78,    33.88,  26.8610,    34.68,    34.73,  27.9760
19.01. 16:00 ,   -18.03,     0.38,    21.16,    39.78,    33.88,  26.8610,    34.68,    34.73,  27.9760
19.01. 16:30 ,   -18.03,     0.38,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 17:00 ,   -18.03,     0.33,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 17:30 ,   -18.03,     0.33,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 18:00 ,   -18.03,     0.27,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 18:30 ,   -18.03,     0.27,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 19:00 ,   -18.03,     0.22,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 19:30 ,   -18.03,     0.22,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 20:00 ,   -18.03,     0.17,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 20:30 ,   -18.03,     0.17,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 21:00 ,   -18.03,     0.11,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.73,  27.9760
19.01. 21:30 ,   -18.03,     0.11,    21.16,    39.85,    33.91,  26.8610,    34.73,    34.76,  27.9760
19.01. 22:00 ,   -18.03,     0.06,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.74,  27.9760
19.01. 22:30 ,   -18.03,     0.06,    21.16,    39.78,    33.88,  26.8610,    34.71,    34.74,  27.9760
19.01. 23:00 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.74,    34.74,  27.9760
19.01. 23:30 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.74,    34.76,  27.9760
20.01. 00:00 ,   -18.03,     0.06,    21.16,    39.85,    33.91,  26.8610,    34.76,    34.76,  27.9760
20.01. 00:30 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.74,    34.76,  27.9760
20.01. 01:00 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.74,    34.76,  27.9760
20.01. 01:30 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.76,    34.76,  27.9760
20.01. 02:00 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.76,    34.76,  27.9760
20.01. 02:30 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.76,    34.76,  27.9760
20.01. 03:00 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.76,    34.76,  27.9760
20.01. 03:30 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.79,    34.76,  27.9760
20.01. 04:00 ,   -18.03,     0.01,    21.16,    39.82,    33.88,  26.8610,    34.79,    34.76,  27.9760
20.01. 04:30 ,   -18.03,     0.06,    21.16,    39.82,    33.88,  26.8610,    34.79,    34.79,  27.9760
20.01. 05:00 ,   -18.03,     0.01,    20.99,    39.82,    33.88,  26.8610,    34.79,    34.79,  27.9760
20.01. 05:30 ,   -18.03,     0.01,    20.99,    39.82,    33.88,  26.8610,    34.79,    34.79,  27.9760
20.01. 06:00 ,   -18.03,     0.01,    21.16,    39.82,    33.88,  26.8610,    34.79,    34.79,  27.9760
20.01. 06:30 ,   -18.03,     0.01,    20.99,    39.82,    33.88,  26.8610,    34.82,    34.79,  27.9760
20.01. 07:00 ,   -18.03,     0.01,    20.99,    39.82,    33.88,  26.8610,    34.82,    34.79,  27.9760
20.01. 07:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.82,    34.79,  27.9760
20.01. 08:00 ,   -18.03,     0.01,    20.99,    39.82,    33.91,  26.8610,    34.82,    34.79,  27.9760
20.01. 08:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.82,    34.79,  27.9760
20.01. 09:00 ,   -18.03,     0.01,    21.16,    39.85,    33.88,  26.8610,    34.82,    34.82,  27.9760
20.01. 09:30 ,   -18.03,    -0.04,    21.16,    39.85,    33.88,  26.8610,    34.82,    34.79,  27.9760
20.01. 10:00 ,   -18.03,    -0.04,    21.16,    39.85,    33.91,  26.8610,    34.85,    34.79,  27.9760
20.01. 10:30 ,   -18.03,    -0.04,    21.16,    39.85,    33.91,  26.8610,    34.85,    34.82,  27.9760
20.01. 11:00 ,   -18.03,    -0.04,    21.16,    39.85,    33.91,  26.8610,    34.85,    34.82,  27.9760
20.01. 11:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.85,    34.82,  27.9760
20.01. 12:00 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.85,    34.82,  27.9760
20.01. 12:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.88,    34.85,  27.9760
20.01. 13:00 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.88,    34.85,  27.9760
20.01. 13:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.88,    34.85,  27.9760
20.01. 14:00 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.88,    34.85,  27.9760
20.01. 14:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.88,    34.85,  27.9760
20.01. 15:00 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.91,    34.88,  27.9760
20.01. 15:30 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.91,    34.88,  27.9760
20.01. 16:00 ,   -18.03,     0.01,    21.16,    39.85,    33.91,  26.8610,    34.91,    34.88,  27.9760
20.01. 16:30 ,   -18.03,    -0.04,    21.16,    39.85,    33.91,  26.8610,    34.93,    34.88,  27.9760
20.01. 17:00 ,   -18.03,    -0.04,    21.00,    39.85,    33.91,  26.8610,    34.93,    34.88,  27.9760
20.01. 17:30 ,   -18.03,    -0.04,    21.16,    39.85,    33.91,  26.8610,    34.93,    34.88,  27.9760
20.01. 18:00 ,   -18.03,    -0.04,    21.16,    39.85,    33.91,  26.8610,    34.93,    34.88,  27.9760
20.01. 18:30 ,   -18.03,    -0.04,    21.16,    39.89,    33.91,  26.8610,    34.93,    34.88,  27.9760
20.01. 19:00 ,   -18.03,    -0.09,    21.16,    39.89,    33.91,  26.8610,    34.93,    34.91,  27.9760
20.01. 19:30 ,   -18.03,    -0.04,    21.00,    39.85,    33.91,  26.8610,    34.93,    34.91,  27.9760
20.01. 20:00 ,   -18.03,    -0.04,    20.99,    39.89,    33.91,  26.8610,    34.96,    34.91,  27.9760
20.01. 20:30 ,   -18.03,    -0.09,    20.99,    39.85,    33.91,  26.8610,    34.96,    34.91,  27.9760
20.01. 21:00 ,   -18.03,    -0.09,    20.99,    39.89,    33.91,  26.8610,    34.99,    34.91,  27.9760
20.01. 21:30 ,   -18.03,    -0.09,    21.16,    39.89,    33.91,  26.8610,    34.96,    34.91,  27.9760
20.01. 22:00 ,   -18.03,    -0.09,    20.99,    39.89,    33.91,  26.8610,    34.99,    34.93,  27.9760
20.01. 22:30 ,   -18.03,    -0.09,    21.00,    39.93,    33.94,  26.8610,    35.03,    34.93,  27.9760
20.01. 23:00 ,   -18.03,    -0.09,    20.99,    39.89,    33.91,  26.8610,    34.99,    34.93,  27.9760
20.01. 23:30 ,   -18.03,    -0.09,    21.16,    39.89,    33.91,  26.8610,    34.99,    34.93,  27.9760
21.01. 00:00 ,   -18.03,    -0.09,    20.99,    39.89,    33.91,  26.8610,    34.99,    34.93,  27.9760
21.01. 00:30 ,   -18.03,    -0.14,    20.99,    39.89,    33.91,  26.8610,    34.99,    34.93,  27.9760
21.01. 01:00 ,   -18.03,    -0.14,    20.99,    39.89,    33.91,  26.8610,    35.03,    34.93,  27.9760
21.01. 01:30 ,   -18.03,    -0.14,    20.99,    39.89,    33.91,  26.8610,    35.03,    34.93,  27.9760
21.01. 02:00 ,   -18.03,    -0.14,    20.99,    39.89,    33.91,  26.8610,    35.03,    34.96,  27.9760
21.01. 02:30 ,   -18.03,    -0.14,    20.99,    39.89,    33.91,  26.8610,    35.03,    34.96,  27.9760
21.01. 03:00 ,   -18.03,    -0.14,    20.99,    39.89,    33.91,  26.8610,    35.03,    34.96,  27.9760
21.01. 03:30 ,   -18.03,    -0.19,    20.99,    39.89,    33.91,  26.8610,    35.03,    34.96,  27.9760
21.01. 04:00 ,   -18.03,    -0.19,    20.99,    39.89,    33.91,  26.8610,    35.06,    34.96,  27.9760
21.01. 04:30 ,   -18.03,    -0.19,    20.99,    39.89,    33.91,  26.8610,    35.06,    34.96,  27.9760
21.01. 05:00 ,   -18.03,    -0.19,    20.99,    39.89,    33.94,  26.8610,    35.06,    34.96,  27.9760
21.01. 05:30 ,   -18.03,    -0.19,    20.99,    39.89,    33.91,  26.8610,    35.06,    34.96,  27.9760
21.01. 06:00 ,   -18.03,    -0.24,    20.99,    39.89,    33.91,  26.8610,    35.06,    34.96,  27.9760
21.01. 06:30 ,   -18.03,    -0.24,    20.99,    39.89,    33.91,  26.8610,    35.06,    34.99,  27.9760
21.01. 07:00 ,   -18.03,    -0.24,    20.99,    39.89,    33.91,  26.8610,    35.06,    34.99,  27.9760
21.01. 07:30 ,   -18.03,    -0.29,    20.99,    39.89,    33.91,  26.8610,    35.10,    34.99,  27.9760
21.01. 08:00 ,   -18.03,    -0.29,    20.99,    39.93,    33.91,  26.8610,    35.06,    34.99,  27.9760
21.01. 08:30 ,   -18.03,    -0.29,    20.99,    39.89,    33.91,  26.8610,    35.10,    34.99,  27.9760
21.01. 09:00 ,   -18.03,    -0.29,    20.99,    39.93,    33.91,  26.8610,    35.10,    34.99,  27.9760
21.01. 09:30 ,   -18.03,    -0.29,    20.99,    39.89,    33.91,  26.8610,    35.10,    34.99,  27.9760
21.01. 10:00 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.14,    34.99,  27.9760
21.01. 10:30 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.10,    35.03,  27.9760
21.01. 11:00 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.10,    35.03,  27.9760
21.01. 11:30 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.14,    35.03,  27.9760
21.01. 12:00 ,   -18.03,    -0.34,    21.00,    39.89,    33.91,  26.8610,    35.14,    35.03,  27.9760
21.01. 12:30 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.14,    35.03,  27.9760
21.01. 13:00 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.14,    35.03,  27.9760
21.01. 13:30 ,   -18.03,    -0.34,    20.99,    39.89,    33.91,  26.8610,    35.17,    35.03,  27.9760
21.01. 14:00 ,   -18.03,    -0.39,    20.99,    39.89,    33.94,  26.8610,    35.17,    35.03,  27.9760
21.01. 14:30 ,   -18.03,    -0.39,    20.99,    39.93,    33.94,  26.8610,    35.17,    35.06,  27.9760
21.01. 15:00 ,   -18.03,    -0.39,    20.99,    39.89,    33.91,  26.8610,    35.17,    35.06,  27.9760
21.01. 15:30 ,   -18.03,    -0.39,    20.99,    39.89,    33.94,  26.8610,    35.17,    35.06,  27.9760
21.01. 16:00 ,   -18.03,    -0.39,    20.99,    39.93,    33.91,  26.8610,    35.17,    35.06,  27.9760
21.01. 16:30 ,   -18.03,    -0.39,    20.99,    39.93,    33.94,  26.8610,    35.17,    35.10,  27.9760
21.01. 17:00 ,   -18.03,    -0.44,    20.99,    39.93,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 17:30 ,   -18.03,    -0.44,    20.99,    39.89,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 18:00 ,   -18.03,    -0.44,    20.99,    39.89,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 18:30 ,   -18.03,    -0.44,    20.99,    39.93,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 19:00 ,   -18.03,    -0.44,    20.99,    39.93,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 19:30 ,   -18.03,    -0.49,    20.99,    39.93,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 20:00 ,   -18.03,    -0.49,    20.99,    39.93,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 20:30 ,   -18.03,    -0.49,    20.99,    39.89,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 21:00 ,   -18.03,    -0.48,    20.99,    39.89,    33.94,  26.8610,    35.21,    35.10,  27.9760
21.01. 21:30 ,   -18.03,    -0.53,    20.99,    39.93,    33.94,  26.8610,    35.25,    35.14,  27.9760
21.01. 22:00 ,   -18.03,    -0.54,    20.99,    39.93,    33.94,  26.8610,    35.25,    35.14,  27.9760
21.01. 22:30 ,   -18.03,    -0.58,    20.99,    39.93,    33.94,  26.8610,    35.25,    35.14,  27.9760
21.01. 23:00 ,   -18.03,    -0.58,    20.99,    39.96,    34.00,  26.8610,    35.32,    35.17,  27.9760
21.01. 23:30 ,   -18.03,    -0.63,    20.99,    39.93,    33.94,  26.8610,    35.25,    35.14,  27.9760
22.01. 00:00 ,   -18.03,    -0.63,    20.99,    39.93,    33.94,  26.8610,    35.25,    35.14,  27.9760
22.01. 00:30 ,   -18.03,    -0.68,    20.99,    39.89,    33.94,  26.8610,    35.28,    35.17,  27.9760
22.01. 01:00 ,   -18.03,    -0.68,    20.99,    39.93,    33.94,  26.8610,    35.28,    35.17,  27.9760
22.01. 01:30 ,   -18.03,    -0.73,    20.99,    39.93,    33.94,  26.8610,    35.28,    35.17,  27.9760
22.01. 02:00 ,   -18.03,    -0.78,    20.99,    39.93,    33.94,  26.8610,    35.28,    35.17,  27.9760
22.01. 02:30 ,   -18.03,    -0.78,    20.99,    39.93,    33.94,  26.8610,    35.28,    35.17,  27.9760
22.01. 03:00 ,   -18.03,    -0.83,    20.99,    39.93,    33.94,  26.8610,    35.32,    35.17,  27.9760
22.01. 03:30 ,   -18.03,    -0.88,    20.99,    39.93,    33.94,  26.8610,    35.28,    35.17,  27.9760
22.01. 04:00 ,   -18.03,    -0.93,    20.99,    39.93,    33.91,  26.8610,    35.28,    35.17,  27.9760
22.01. 04:30 ,   -18.03,    -0.98,    20.99,    39.93,    33.94,  26.8610,    35.28,    35.21,  27.9760
22.01. 05:00 ,   -18.03,    -1.03,    20.99,    39.93,    33.94,  26.8610,    35.32,    35.21,  27.9760
22.01. 05:30 ,   -18.03,    -1.03,    20.99,    39.93,    33.94,  26.8610,    35.32,    35.21,  27.9760
22.01. 06:00 ,   -18.03,    -1.12,    20.99,    39.93,    33.94,  26.8610,    35.32,    35.21,  27.9760
22.01. 06:30 ,   -18.03,    -1.17,    20.99,    39.93,    33.94,  26.8610,    35.36,    35.21,  27.9760
22.01. 07:00 ,   -18.03,    -1.27,    20.99,    39.93,    33.94,  26.8610,    35.36,    35.21,  27.9760
22.01. 07:30 ,   -18.03,    -1.32,    20.99,    39.93,    33.94,  26.8610,    35.36,    35.21,  27.9760
22.01. 08:00 ,   -18.03,    -1.32,    20.99,    39.93,    33.94,  26.8610,    35.36,    35.21,  27.9760
22.01. 08:30 ,   -18.03,    -1.37,    20.99,    39.93,    33.94,  26.8610,    35.36,    35.21,  27.9760
22.01. 09:00 ,   -18.03,    -1.37,    20.99,    39.93,    33.94,  26.8610,    35.39,    35.21,  27.9760
22.01. 09:30 ,   -18.03,    -1.37,    20.98,    39.93,    33.94,  26.8610,    35.36,    35.21,  27.9760
